code,code_name,industry,industryClassification
sz.000999,华润三九,医药生物,申万一级行业
sz.002001,新和成,医药生物,申万一级行业
sz.002007,华兰生物,医药生物,申万一级行业
sz.002019,亿帆医药,医药生物,申万一级行业
sz.002032,苏泊尔,家用电器,申万一级行业
sz.002035,华帝股份,家用电器,申万一级行业
sz.002050,三花智控,家用电器,申万一级行业
sz.002242,九阳股份,家用电器,申万一级行业
sz.002262,恩华药业,医药生物,申万一级行业
sz.002275,桂林三金,医药生物,申万一级行业
sz.002287,奇正藏药,医药生物,申万一级行业
sz.002294,信立泰,医药生物,申万一级行业
sz.002304,洋河股份,食品饮料,申万一级行业
sz.002311,海大集团,农林牧渔,申万一级行业
sz.002424,贵州百灵,医药生物,申万一级行业
sz.002507,涪陵榨菜,食品饮料,申万一级行业
sz.002508,老板电器,家用电器,申万一级行业
sz.002543,万和电气,家用电器,申万一级行业
sz.002626,金达威,医药生物,申万一级行业
sz.002653,海思科,医药生物,申万一级行业
sz.002677,浙江美大,家用电器,申万一级行业
sz.002714,牧原股份,农林牧渔,申万一级行业
sz.002737,葵花药业,医药生物,申万一级行业
sz.002755,奥赛康,医药生物,申万一级行业
sz.002773,康弘药业,医药生物,申万一级行业
sz.002821,凯莱英,医药生物,申万一级行业
sz.002847,盐津铺子,食品饮料,申万一级行业
sz.002860,星帅尔,家用电器,申万一级行业
sz.002868,绿康生化,农林牧渔,申万一级行业
sz.002880,卫光生物,医药生物,申万一级行业
sz.002901,大博医疗,医药生物,申万一级行业
sz.002907,华森制药,医药生物,申万一级行业
sz.002923,润都股份,医药生物,申万一级行业
sz.002932,明德生物,医药生物,申万一级行业
sz.002940,昂利康,医药生物,申万一级行业
sz.002946,新乳业,食品饮料,申万一级行业
sz.002950,奥美医疗,医药生物,申万一级行业
sz.300003,乐普医疗,医药生物,申万一级行业
sz.300015,爱尔眼科,医药生物,申万一级行业
sz.300122,智飞生物,医药生物,申万一级行业
sz.300144,宋城演艺,休闲服务,申万一级行业
sz.300176,派生科技,非银金融,申万一级行业
sz.300272,开能健康,家用电器,申万一级行业
sz.300347,泰格医药,医药生物,申万一级行业
sz.300357,我武生物,医药生物,申万一级行业
sz.300406,九强生物,医药生物,申万一级行业
sz.300439,美康生物,医药生物,申万一级行业
sz.300452,山河药辅,医药生物,申万一级行业
sz.300463,迈克生物,医药生物,申万一级行业
sz.300482,万孚生物,医药生物,申万一级行业
sz.300497,富祥股份,医药生物,申万一级行业
sz.300498,温氏股份,农林牧渔,申万一级行业
sz.300519,新光药业,医药生物,申万一级行业
sz.300529,健帆生物,医药生物,申万一级行业
sz.300558,贝达药业,医药生物,申万一级行业
sz.300584,海辰药业,医药生物,申万一级行业
sz.300595,欧普康视,医药生物,申万一级行业
sz.300601,康泰生物,医药生物,申万一级行业
sz.300630,普利制药,医药生物,申万一级行业
sz.300633,开立医疗,医药生物,申万一级行业
sz.300642,透景生命,医药生物,申万一级行业
sz.300653,正海生物,医药生物,申万一级行业
sz.300662,科锐国际,休闲服务,申万一级行业
sz.300677,英科医疗,医药生物,申万一级行业
sz.300685,艾德生物,医药生物,申万一级行业
sz.300723,一品红,医药生物,申万一级行业
sz.300725,药石科技,医药生物,申万一级行业
sz.300741,华宝股份,食品饮料,申万一级行业
sz.300753,爱朋医疗,医药生物,申万一级行业
sz.300759,康龙化成,医药生物,申万一级行业
sz.300760,迈瑞医疗,医药生物,申万一级行业
sz.300761,立华股份,农林牧渔,申万一级行业
sz.300765,新诺威,医药生物,申万一级行业
